protein_ids	protein_names	gene_names	uniprot_ids	refset_protein_ids	refseq_mrna_id	ensembl_id	mgi_id	protein_length	protein_copynumber	protein_halflife	mrna_copynumber	mrna_halflife	transcription_rate	translation_rate
IPI00776145.1;IPI00776187.1;IPI00462752.4;IPI00623496.5;IPI00133368.1;IPI00762700.2	Putative uncharacterized protein;MKIAA0389 protein;Myosin VI;Myosin-VI	Myo6;mKIAA0389;Sv	Q8BK95;Q6A077;B2RWR8;Q64331	NP_001034635	NM_001039546	ENSMUST00000035889;ENSMUST00000076140;ENSMUST00000113266;ENSMUST00000113268;ENSMUST00000113259;ENSMUST00000098514	MGI:104785;MGI:104785;MGI:104785;MGI:104785	1266	640.06	56.99	1.3100000000000001	14.779999999999999	0.080000000000000002	186.13
IPI00229465.2;IPI00742359.1;IPI00407719.1;IPI00742350.1	Uveal autoantigen with coiled-coil domains and ankyrin repeats;Nuclear membrane-binding protein;Uaca protein	Uaca;Kiaa1561	Q8CGB3-3;Q8CGB3;Q8CGB3-1;Q8CIA8;Q8CGB3-2	NP_082559	NM_028283	ENSMUST00000050183;ENSMUST00000058974	MGI:1919815;MGI:1919815;MGI:1919815;MGI:1919815	1413	3903.71	31.58	20.399999999999999	13.77	1.47	8.6600000000000001
IPI00112557.5;IPI00857296.1;IPI00857162.1	Translation initiation factor IF-3, mitochondrial	Mtif3	Q9CZD5;A4QMQ0	NP_083857	NM_029581	ENSMUST00000016654;ENSMUST00000066675;ENSMUST00000110564;ENSMUST00000110566	MGI:1923616	276	6423.04	42.52	"NA"	5.7199999999999998	"NA"	"NA"
IPI00318464.2	Eukaryotic translation initiation factor 1b	Eif1b	Q9CXU9	NP_081168	NM_026892	ENSMUST00000007139	MGI:1916219	113	5019.82	20.25	"NA"	4.9500000000000002	"NA"	"NA"
IPI00845537.1;IPI00131692.7;IPI00467555.2;IPI00310248.1;IPI00515754.1;IPI00416397.2;IPI00918102.1;IPI00416396.1;IPI00653974.1;IPI00654267.1	Rab GTPase-binding effector protein 1;Rabaptin-5;Rabaptin-5alpha;Rabaptin, RAB GTPase binding effector protein 1;Rabaptin, RAB GTPase binding effector protein 1, isoform CRA_a	Rabep1;Rab5ep;Rabpt5;Rabpt5a;DN-279H6.1-002;RP23-83I13.2-002;mCG_21169	O35551-6;O35551;O35551-1;O35551-2;Q5QNU3;O35551-3;Q5QNU4;O35551-5;Q5QNU2	NP_062273	NM_019400	ENSMUST00000076270;ENSMUST00000081362;ENSMUST00000100928;ENSMUST00000108533	MGI:1860236;MGI:1860236;MGI:1860236;MGI:1860236;MGI:1860236;MGI:1860236	864	6613.4	59.66	14.529999999999999	9.9299999999999997	1.3100000000000001	15.9
IPI00845604.2;IPI00308333.3;IPI00845653.1	KLRAQ motif-containing protein 1;Coiled-coil domain-containing protein 128	Klraq1;Ccdc128	Q3TDD9-2;Q3TDD9;B2RPZ6;Q3TDD9-1;Q3TDD9-3	NP_082934	NM_028658	ENSMUST00000038551;ENSMUST00000112218	MGI:1921075;MGI:1921075;MGI:1921075	780	5041.31	34.65	"NA"	11.960000000000001	"NA"	"NA"
IPI00224237.6;IPI00762305.2;IPI00928166.1	Transmembrane and TPR repeat-containing protein 3	Tmtc3	Q8BRH0-1;Q8BRH0	NP_001103483	NM_001110013	ENSMUST00000058154;ENSMUST00000099318	MGI:3036255	920	7695.46	57.97	7.4900000000000002	10.25	0.66000000000000003	36.200000000000003
IPI00130129.1;IPI00648877.2;IPI00750303.1;IPI00230656.1;IPI00230657.3;IPI00876136.1	Nuclear factor 1 B-type;NFI-B;NF-I/B;CCAAT-box-binding transcription factor;TGGCA-binding protein;Nuclear factor 1	Nfib	P97863-1;P97863;P97863-2;Q8C434;P97863-3;Q3UFE1;Q6GSP7;Q8BN68	NP_001106680;NP_001106681;NP_032713	NM_001113209	ENSMUST00000050872;ENSMUST00000075543;ENSMUST00000107250	MGI:103188;MGI:103188;MGI:103188	570	7103.53	20.2	9.1099999999999994	7.5199999999999996	1.02	44.829999999999998
IPI00112697.4;IPI00405207.1	Putative uncharacterized protein;RIKEN cDNA 2700097O09	2700097O09Rik;mCG_21241	Q6PGK3;Q9CZH1;Q8C576	NP_082590	NM_028314	ENSMUST00000021406	MGI:1919908;MGI:1919908	301	6012.52	577.61	4.2999999999999998	4.8099999999999996	0.70999999999999996	43.229999999999997
IPI00128410.3;IPI00918583.1	Three prime repair exonuclease 1;3'-5' exonuclease TREX1	Trex1	Q91XB0	NP_001012236;NP_035767	NM_001012236	ENSMUST00000061973;ENSMUST00000112053;ENSMUST00000112054	MGI:1328317	314	8012.23	62.96	9.5899999999999999	5.3499999999999996	1.4299999999999999	28.809999999999999
IPI00406624.2;IPI00655175.2;IPI00788404.1	Bifunctional protein NCOAT;Nuclear cytoplasmic O-GlcNAcase and acetyltransferase;Meningioma-expressed antigen 5;Beta-hexosaminidase;N-acetyl-beta-glucosaminidase;Beta-N-acetylhexosaminidase;Hexosaminidase C;N-acetyl-beta-D-glucosaminidase;O-GlcNAcase;Histone acetyltransferase	Mgea5;Hexc;Kiaa0679	Q9EQQ9-3;Q9EQQ9;Q9EQQ9-1;Q05CX1;Q9CU60	NP_076288	NM_023799	ENSMUST00000026243;ENSMUST00000070185	MGI:1932139;MGI:1932139	954	14301.28	39.42	25.140000000000001	8.4800000000000004	2.5600000000000001	23.210000000000001
IPI00420394.4;IPI00762748.2;IPI00828638.2;IPI00655094.1	Vacuolar protein sorting-associated protein 13A;Chorein;Chorea-acanthocytosis protein homolog	Vps13a;Chac;Kiaa0986	Q5H8C4-1;Q5H8C4;A1ILI1;Q6P6M9;Q5H8C4-2;A1ILH6;A1ILI5;Q8C9M0;Q8CDS8	NP_766616	NM_173028	ENSMUST00000068156;ENSMUST00000112873	MGI:2444304;MGI:2444304	3166	5071.66	57.28	4.8600000000000003	15.93	0.37	45.020000000000003
IPI00121271.1	UPF0585 protein C16orf13 homolog	NA	Q9DCS2	NP_080962	NM_026686	ENSMUST00000026827	MGI:1915597	204	7751.8	170.23	9.6099999999999994	7.9199999999999999	1.03	22.579999999999998
IPI00121814.3;IPI00403784.1	Uncharacterized protein C4orf14 homolog;Putative uncharacterized protein	MNCb-4931;2610024G14Rik	Q9JJG9;Q8BMY1	NP_062810	NM_019836	ENSMUST00000047860;ENSMUST00000065065	MGI:1914306;MGI:1914306	693	1267.4	44.22	17.510000000000002	12.699999999999999	1.55	12.779999999999999
IPI00112527.1	Surfeit locus protein 2	Surf2;Surf-2	P09926;Q3TA91;Q3TM29;Q4VAF7	NP_038706	NM_013678	ENSMUST00000015017	MGI:98444	257	5458.68	18.83	19.670000000000002	5.6100000000000003	3.5899999999999999	15.26
IPI00110718.3	Protein MIS12 homolog	Mis12	Q9CY25;A3QK68	NP_080269	NM_025993	ENSMUST00000048807	MGI:1914389	206	5590.95	16.98	16.77	3	4.1900000000000004	21.079999999999998
IPI00761646.3;IPI00672663.2;IPI00816848.2	ATP-binding cassette, sub-family B (MDR/TAP), member 7;ATP-binding cassette sub-family B member 7, mitochondrial;ATP-binding cassette transporter 7	Abcb7;RP23-202N14.1-001;Abc7	A2AC46;Q61102	NP_033722	NM_009592	ENSMUST00000033695	MGI:109533;MGI:109533	752	5159.32	104.18	4.96	12.51	0.52000000000000002	32.119999999999997
IPI00124695.1;IPI00228044.1;IPI00228045.1;IPI00850053.1;IPI00405384.1	Calcium/calmodulin-dependent protein kinase type II gamma chain	Camk2g	Q923T9-1;Q923T9;Q923T9-2;Q923T9-3;Q6ZWS7	NP_848712;NP_001034227;NP_001034228;XP_001474549	NM_178597	ENSMUST00000071816;ENSMUST00000080440;ENSMUST00000100837	MGI:88259;MGI:88259;MGI:88259	529	10719.56	99.99	8.1799999999999997	5.6500000000000004	1.1599999999999999	39.460000000000001
IPI00857196.1	NA	NA	NA	NA	NA	NA	NA	870	8763.64	43.53	"NA"	"NA"	"NA"	"NA"
IPI00453544.5;IPI00626457.2	Transforming growth factor beta regulator 1;Nuclear interactor of ARF and Mdm2;MFLJ00213 protein	Tbrg1;Niam;mFLJ00213	Q3UB74;Q6KAP9;Q9CSZ5	NP_079565	NM_025289	ENSMUST00000117654;ENSMUST00000086066	MGI:1100877;MGI:1100877	406	5398.06	4.74	68.739999999999995	10.130000000000001	5.4400000000000004	15.52
IPI00129915.3;IPI00880388.1;IPI00880544.1;IPI00880749.1	Multidrug resistance-associated protein 1;ATP-binding cassette sub-family C member 1;Leukotriene C(4) transporter	Abcc1;Abcc1a;Abcc1b;Mdrap;Mrp	O35379;A5D6P3;Q8BRD0;Q8C7V6	NP_032602	NM_008576	ENSMUST00000100167	MGI:102676	1528	5857.97	66.13	39.990000000000002	13.65	2.8700000000000001	4.9699999999999998
IPI00415328.1;IPI00137250.1;IPI00415329.1;IPI00885550.1	PHD finger protein 14	Phf14	Q9D4H9-2;Q9D4H9;Q69ZZ4;Q9D4H9-1;Q9D4H9-3	NP_001161854;NP_083680	NM_029404	ENSMUST00000115510;ENSMUST00000115511;ENSMUST00000115514	MGI:1923539;MGI:1923539;MGI:1923539	941	3674.63	53.51	4.1900000000000004	20.649999999999999	0.23999999999999999	32.049999999999997
IPI00606952.2;IPI00955157.1	COMM domain-containing protein 6;Commd6 protein	Commd6	Q3V4B5;B7ZNP2;B7ZNP3	NP_001028304;NP_001162064	NM_001033132	ENSMUST00000100339	MGI:1913450	87	7390.89	101.38	6.9699999999999998	5.3099999999999996	1.05	31.84
IPI00757586.2;IPI00653458.1	Putative uncharacterized protein	Zc3h7b	Q3TZP6;Q3UGE6;Q6ZPZ8;Q3TAC6	NP_001074485	NM_001081016	ENSMUST00000109554;ENSMUST00000096328	MGI:1328310;MGI:1328310	982	7095.15	25.37	31.809999999999999	20.579999999999998	1.76	11.300000000000001
IPI00881776.1	NA	NA	NA	NA	NA	NA	NA	199	7676.66	28.53	"NA"	"NA"	"NA"	"NA"
IPI00226220.2;IPI00278604.1;IPI00882091.1;IPI00881946.1;IPI00881439.1	Rhotekin	Rtkn	Q8C6B2-1;Q8C6B2;Q8C6B2-2	NP_001129699;NP_033132;NP_598396	NM_001136227	ENSMUST00000065512;ENSMUST00000087938	MGI:107371;MGI:107371	564	1746.52	29.85	9.1899999999999995	5.8700000000000001	1.26	8.7799999999999994
IPI00125570.1	Trafficking protein particle complex subunit 2-like protein	Trappc2l	Q9JME7	NP_067477	NM_021502	ENSMUST00000015157	MGI:1916295	139	8194.99	48.96	15.41	12.5	1.5900000000000001	13.02
IPI00417173.1;IPI00277858.1	General transcription factor 3C polypeptide 5;Transcription factor IIIC subunit epsilon;TF3C-epsilon;TFIIIC 63 kDa subunit	Gtf3c5	Q8R2T8-1;Q8R2T8;A2AHV5;Q8R2T8-2;Q3UI98	NP_683730	NM_148928	ENSMUST00000028157;ENSMUST00000113889	MGI:1917489;MGI:1917489	520	3542.8	30.47	11.17	7.1200000000000001	1.3100000000000001	14.529999999999999
IPI00331262.2	Glucosamine	Gne;RP23-209M8.6-003	B1AWE3;Q3UW64	NP_056643	NM_015828	ENSMUST00000030201;ENSMUST00000102936;ENSMUST00000102937	MGI:1354951	753	5238.65	85.69	3.2200000000000002	13.52	0.23000000000000001	52.100000000000001
IPI00621973.3;IPI00652161.1	NA	NA	NA	NP_848140	NM_178363	NA	NA	1941	2448.43	56.71	11.859999999999999	12.57	0.91000000000000003	7.3700000000000001
IPI00606219.2;IPI00123777.1	Putative uncharacterized protein;Alpha-(1,6)-fucosyltransferase;Glycoprotein 6-alpha-L-fucosyltransferase;GDP-fucose--glycoprotein fucosyltransferase;GDP-L-Fuc:N-acetyl-beta-D-glucosaminide alpha1,6-fucosyltransferase;Fucosyltransferase 8	Fut8	Q3UYN7;Q543F5;Q9WTS2	NP_058589	NM_016893	ENSMUST00000062804	MGI:1858901;MGI:1858901	575	4467.56	46.03	17.969999999999999	9.2799999999999994	1.71	10.59
IPI00308283.1	F-box-like/WD repeat-containing protein TBL1XR1;Transducin beta-like 1X-related protein 1;Nuclear receptor corepressor/HDAC3 complex subunit TBLR1;TBL1-related protein 1	Tbl1xr1;Ira1;Tblr1	Q8BHJ5	NP_109657	NM_030732	ENSMUST00000063988;ENSMUST00000065681	MGI:2441730	514	3403.45	107.73	4.0199999999999996	6.7400000000000002	0.48999999999999999	25.350000000000001
IPI00869441.1;IPI00655152.2;IPI00278062.6;IPI00869379.1	Uncharacterized protein C17orf85 homolog;Putative uncharacterized protein	RP23-263M10.5;1200014J11Rik;RP23-263M10.5-001;mCG_6640	Q8BZR9-1;Q8BZR9;B2KG93;Q3TLD7;Q7TPS9	NP_080094	NM_025818	ENSMUST00000021135	MGI:1914124;MGI:1914124	615	2028.18	27.32	3.71	8.9499999999999993	0.39000000000000001	70.420000000000002
IPI00129107.1;IPI00154021.1	PDZ domain-containing protein GIPC1;RGS19-interacting protein 1;GAIP C-terminus-interacting protein;RGS-GAIP-interacting protein;Synectin;SemaF cytoplasmic domain-associated protein 1	Gipc1;Gipc;Rgs19ip1;Semcap1	Q9Z0G0	NP_061241	NM_018771	ENSMUST00000019577	MGI:1926252	333	8286.02	57.17	9.3499999999999996	10.58	0.80000000000000004	22.649999999999999
IPI00114647.9;IPI00400245.1	Deoxyhypusine synthase	Dhps	Q3TXU5;Q811L9	NP_001034603	NM_001039514	ENSMUST00000078665	MGI:2683592	369	3859.14	30.15	10.16	6.8300000000000001	1.24	17.760000000000002
IPI00464318.5;IPI00881721.1;IPI00330409.1	PCF11;Pcf11 protein	Pcf11	A5HLW0;A5HLW1;B2RX07;Q3TT32;Q3TTQ0;Q69ZY3;Q6PCW0;Q8K0S1;Q8R2P5;Q99KH9	NP_083354	NM_029078	ENSMUST00000040360;ENSMUST00000119954	MGI:1919579;MGI:1919579	1553	1414.23	17.27	4.7999999999999998	3.2799999999999998	1.1000000000000001	18.850000000000001
IPI00453846.9;IPI00625993.4	Zinc finger MYM-type protein 4;Zinc finger protein 262	Zmym4;Kiaa0425;Zfp262;Znf262	A2A791-1;A2A791;A2A791-2	NP_001107871	NM_001114399	ENSMUST00000030630;ENSMUST00000106108	MGI:1915035;MGI:1915035	1549	1509.85	33.37	6.4299999999999997	8.4600000000000009	0.72999999999999998	35.520000000000003
IPI00605726.1;IPI00318215.1	Glucuronyl C5-epimerase;D-glucuronyl C5-epimerase;Heparin/heparan sulfate:glucuronic acid C5-epimerase	Glce;mCG_10174	Q505E6;Q69ZY0;Q9EPS3	NP_201577	NM_033320	ENSMUST00000034785	MGI:2136405;MGI:2136405	618	4061.54	14.5	16.52	6.8200000000000003	2.0099999999999998	18.719999999999999
IPI00130301.1;IPI00225449.2	Protein FAM118A	Fam118a	Q91YN1-1;Q91YN1;Q91YN1-2	NP_598511;NP_796041	NM_133750	ENSMUST00000023069	MGI:1920475;MGI:1920475	357	6263.59	16.5	11.06	4.4800000000000004	1.9199999999999999	36.75
IPI00753928.1;IPI00757585.1;IPI00844651.1;IPI00751733.1	Klc2 protein;Kinesin light chain 2	Klc2;mCG_8395	Q91YS4;O88448	NP_032477	NM_008451	ENSMUST00000113731;ENSMUST00000116563	MGI:107953;MGI:107953	619	1619.03	50.4	7.9100000000000001	9.25	0.84999999999999998	24.920000000000002
IPI00173167.4;IPI00880887.1	Protein midA homolog, mitochondrial	2410091C18Rik	Q9CWG8-1;Q9CWG8;A2VCR6;Q78HN8;Q9CWG8-2	NP_082887	NM_028611	ENSMUST00000024887	MGI:1920944;MGI:1920944	436	5560.65	26.7	5.04	10.050000000000001	0.45000000000000001	54.170000000000002
IPI00173168.1	1-acyl-sn-glycerol-3-phosphate acyltransferase delta;1-acylglycerol-3-phosphate O-acyltransferase 4;Lysophosphatidic acid acyltransferase delta	Agpat4	Q8K4X7	NP_080920	NM_026644	ENSMUST00000024594	MGI:1915512	378	5078.67	24.27	13.02	12.07	0.89000000000000001	23.890000000000001
IPI00380817.6	Breakpoint cluster region protein	Bcr;Kiaa3017	Q6PAJ1;A2RRK7;Q61223;Q80UP7	NP_001074881	NM_001081412	ENSMUST00000041070	MGI:88141	1270	3542.51	30.12	17.239999999999998	11.07	1.4399999999999999	9.5099999999999998
IPI00136213.5;IPI00409324.3;IPI00751861.1;IPI00755156.1	Sarcosine dehydrogenase, mitochondrial;Putative uncharacterized protein;Sarcosine dehydrogenase	Sardh;RP23-171K6.2-002	Q99LB7;Q3TQD9;Q3TWI2;Q8BU72	NP_619606	NM_138665	ENSMUST00000102886;ENSMUST00000091224	MGI:2183102;MGI:2183102	919	5270.38	258.35	16.489999999999998	21.050000000000001	0.90000000000000002	8.3800000000000008
IPI00408007.2;IPI00881336.1	Protein zwilch homolog	Zwilch	Q8R060	NP_080783	NM_026507	ENSMUST00000034967;ENSMUST00000122091	MGI:1915264	596	2821.03	59.35	5.6200000000000001	5.1399999999999997	1.1000000000000001	27.760000000000002
IPI00470092.2	Cytoskeleton-associated protein 2	Ckap2	Q3V1H1	NP_001004140	NM_001004140	ENSMUST00000046916	MGI:1931797	664	3943.33	7.26	16.289999999999999	6.8700000000000001	1.97	28.48
IPI00749893.3;IPI00876027.1	Putative uncharacterized protein;Exocyst complex component 5;Exocyst complex component Sec10	Exoc5;Sec10l1	Q3U8A5;Q3UD13;Q80VK3;Q3TPX4	NP_997097	NM_207214	ENSMUST00000089858	MGI:2145645;MGI:2145645	710	5606.17	99.49	8.3900000000000006	10.24	0.73999999999999999	20.239999999999998
IPI00124636.1	Rab5 GDP/GTP exchange factor;Rabex-5	Rabgef1;Rabex5	Q9JM13	NP_064367	NM_019983	ENSMUST00000026390;ENSMUST00000119797	MGI:1929459	491	7367.94	24.7	10.460000000000001	3.5699999999999998	2.23	35.68
IPI00776175.1	NA	NA	NA	NA	NA	NA	NA	120	7193.95	25.59	"NA"	"NA"	"NA"	"NA"
IPI00121386.1;IPI00556704.2	Segment polarity protein dishevelled homolog DVL-2;DSH homolog 2;Putative uncharacterized protein	Dvl2	Q60838;Q3V330;Q7TN14	NP_031914	NM_007888	ENSMUST00000019362;ENSMUST00000102575	MGI:106613;MGI:106613	736	7648.07	12.2	15.16	6.5	1.9199999999999999	40.060000000000002
IPI00113078.3;IPI00880208.1	LisH domain-containing protein C16orf63 homolog	NA	Q9CZS3	NP_079621	NM_025345	ENSMUST00000023357	MGI:1913336	174	5096.59	17.41	14.24	5.9800000000000004	2.0299999999999998	22.59
IPI00314798.5;IPI00648491.1	Polypeptide N-acetylgalactosaminyltransferase 10;Polypeptide GalNAc transferase 10;Protein-UDP acetylgalactosaminyltransferase 10;UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 10	Galnt10	Q6P9S7;Q3TXV9;Q5SQF9	NP_598950	NM_134189	ENSMUST00000066987	MGI:1890480	603	4480.29	15	27.010000000000002	12.289999999999999	1.4199999999999999	16.23
IPI00387484.2;IPI00856505.1	HAUS augmin-like complex subunit 3	Haus3	Q8QZX2-1;Q8QZX2;Q8QZX2-2	NP_666271	NM_146159	ENSMUST00000060049	MGI:2387633;MGI:2387633	570	5088.3	36.73	12.609999999999999	2.8599999999999999	4.3399999999999999	14.59
IPI00900442.1;IPI00453996.1;IPI00608077.3	Nonmuscle myosin II-C2;Myosin-14;Myosin heavy chain 14;Myosin heavy chain, non-muscle IIc;Non-muscle myosin heavy chain IIc	Myh14	B3F3T1;Q6URW6-1;Q6URW6;Q6URW6-2;Q7TQH2	NP_082297	NA	ENSMUST00000048102;ENSMUST00000107899;ENSMUST00000107900	MGI:1919210;MGI:1919210;MGI:1919210	2033	5093.51	63.03	"NA"	"NA"	"NA"	"NA"
IPI00321848.6;IPI00886324.1;IPI00474925.1	Coiled-coil and C2 domain-containing protein 1A;Five repressor element under dual repression-binding protein 1	Cc2d1a	Q8K1A6	NP_666082	NM_145970	ENSMUST00000040383	MGI:2384831	943	6633.64	18.8	14.08	11.67	1.1299999999999999	28.280000000000001
IPI00229647.5;IPI00421218.5;IPI00318182.1	Tln2 protein;Talin-2	Tln2	B2RY15;Q71LX4;Q3TKJ2;Q3TN69;Q6PB69;Q8CDM9	NP_001074711	NM_001081242	ENSMUST00000040025;ENSMUST00000039509;ENSMUST00000034771	MGI:1917799;MGI:1917799;MGI:1917799	2543	6129.63	89.19	5.9800000000000004	25.879999999999999	0.28999999999999998	32
IPI00262198.6;IPI00649914.1;IPI00379131.4	Mitochondrial carrier triple repeat protein 1;Mitochondrial carrier triple repeat 1	Mcart1;RP23-30F6.1-004	Q5HZI9;A2AKW0;A2AKV9	NP_001009949	NM_001009949	ENSMUST00000084630;ENSMUST00000107796;ENSMUST00000116341	MGI:2684984;MGI:2684984	315	4672.47	124.46	9.7100000000000009	7.3300000000000001	1.0700000000000001	15.82
IPI00124810.3;IPI00895163.1;IPI00895107.1;	Serine-protein kinase ATM;Ataxia telangiectasia mutated homolog	Atm	Q62388;B9EHX4;Q6NX74	NP_031525	NM_007499	ENSMUST00000037440;ENSMUST00000118282	MGI:107202	3066	4343.86	31.95	6.9400000000000004	14.73	0.47999999999999998	28.199999999999999
IPI00115626.1	Lipid phosphate phosphohydrolase 3;Phosphatidic acid phosphatase 2b;PAP2-beta;Phosphatidate phosphohydrolase type 2b	Ppap2b;Lpp3	Q99JY8;B1ASM1	NP_542122	NM_080555	ENSMUST00000064139	MGI:1915166	312	9532.66	9.6	11.32	4.5	1.1699999999999999	70
IPI00463681.2;IPI00816939.1;IPI00652042.1	Integral membrane protein GPR177;Protein wntless homolog;Protein evenness interrupted homolog;Putative uncharacterized protein	Gpr177;Wls	Q6DID7-1;Q6DID7;Q6DID7-2;Q8CDZ6	NP_080858	NM_026582	ENSMUST00000068952	MGI:1915401;MGI:1915401;MGI:1915401	541	5797.68	12.71	"NA"	12.470000000000001	"NA"	"NA"
IPI00222330.1	Zinc finger protein 771	Znf771;Zfp771	Q8BJ90	NP_796336	NM_177362	ENSMUST00000052509	MGI:2442050	317	1630.15	10.46	13.68	8.5199999999999996	1.51	34.369999999999997
IPI00331063.6	Exportin-4	Xpo4;Kiaa1721	Q9ESJ0;Q3TQK5;Q8C976	NP_065252	NM_020506	ENSMUST00000089482	MGI:1888526	1151	5143.04	56.27	9.5399999999999991	6.3899999999999997	1.22	19.18
IPI00625469.3;IPI00751138.3	Zinc finger MYM-type protein 2;Zinc finger protein 198	Zmym2;Zfp198;Znf198	Q9CU65;Q3UZ13	NP_083774	NM_029498	ENSMUST00000022511	MGI:1923257	1376	5005.96	40.47	3.0499999999999998	4.2300000000000004	0.68999999999999995	57.310000000000002
IPI00320629.3	ER lumen protein retaining receptor 3;KDEL endoplasmic reticulum protein retention receptor 3	Kdelr3	Q8R1L4	NP_598851	NM_134090	ENSMUST00000010974	MGI:2145953	214	22883.75	36.47	39.920000000000002	8.2899999999999991	4.1500000000000004	24.280000000000001
IPI00406933.2;IPI00380101.1	S-phase kinase-associated protein 2;F-box protein Skp2;Cyclin A/CDK2-associated protein p45;F-box/WD-40 protein 1	Skp2	Q9Z0Z3-1;Q9Z0Z3;Q569Z9;Q9Z0Z3-2	NP_038815;NP_663443	NM_013787	ENSMUST00000096482;ENSMUST00000110585	MGI:1351663;MGI:1351663	424	3401.5	3.38	14.470000000000001	2.8199999999999998	3.8300000000000001	53.18
IPI00817011.1;IPI00229629.5;IPI00856932.1	MKIAA0826 protein;Fryl protein	Fryl;mKIAA0826	Q8CHD0;Q80UX7;Q80XD5;Q99KZ2;Q9CS05	NP_082470	NM_028194	ENSMUST00000101127;ENSMUST00000094700	MGI:1919563;MGI:1919563	3007	5431.14	41.88	5.7199999999999998	10.77	0.48999999999999999	37.969999999999999
IPI00463195.2;IPI00876524.1	Autophagy-related protein 7;APG7-like;Ubiquitin-activating enzyme E1-like protein	Atg7;Apg7l	Q9D906;Q3TAB9;Q3TM87	NP_083111;XP_001481291	NM_028835	ENSMUST00000032457	MGI:1921494	698	6758.34	61.35	5.7999999999999998	17.16	0.35999999999999999	40.93
IPI00170085.4	Protein MAK10 homolog;Embryonic growth-associated protein	Mak10;Egap	Q6PHQ8;Q8K3H1	NP_084429	NM_030153	ENSMUST00000022038	MGI:1925939	725	2533.61	87.16	16.140000000000001	11.31	1.3200000000000001	4.9299999999999997
IPI00776333.1;IPI00117221.3;IPI00918487.1;IPI00918386.1;IPI00918498.1	Phosphatidylinositol-glycan biosynthesis class X protein	Pigx	Q99LV7-1;Q99LV7;Q99LV7-2	NP_077784;NP_001104495	NM_024464	ENSMUST00000024553;ENSMUST00000096109	MGI:1919334;MGI:1919334	254	3137.19	66.36	8.9100000000000001	13.050000000000001	0.66000000000000003	14.83
IPI00421041.5	Glucose-6-phosphatase 3;Ubiquitous glucose-6-phosphatase catalytic subunit-related protein	G6pc3;Ugrp	Q6NSQ9	NP_787949	NM_175935	ENSMUST00000070334;ENSMUST00000078975	MGI:1915651	346	5435.67	137.67	3.2799999999999998	9.8100000000000005	0.29999999999999999	47.780000000000001
IPI00271166.4;IPI00623970.3	Huntingtin;Huntington disease protein homolog	Htt;Hd;Hdh	P42859-1;P42859;P42859-2	NP_034544	NM_010414	ENSMUST00000080036;ENSMUST00000114300	MGI:96067;MGI:96067	3120	5067.54	75.2	7.5999999999999996	13.16	0.56999999999999995	23.52
IPI00308545.1	Calcium signal-modulating cyclophilin ligand	Camlg;Caml	P49070;Q6P3A5	NP_031622	NM_007596	ENSMUST00000021963	MGI:104728	294	6166.53	18.46	11.18	2.9300000000000002	2.8500000000000001	33.539999999999999
IPI00165850.2;IPI00816943.1	Structural maintenance of chromosomes protein 6	Smc6;Kiaa4103;Smc6l1	Q924W5-1;Q924W5	NP_079971	NM_025695	ENSMUST00000020931	MGI:1914491	1097	6125.78	33.48	12.880000000000001	11.02	1.0800000000000001	20.899999999999999
IPI00223661.4;IPI00761271.1	Probable E3 ubiquitin-protein ligase HECTD3;HECT domain-containing protein 3	Hectd3	Q3U487-1;Q3U487;Q3V483	NP_780453	NM_175244	ENSMUST00000050067	MGI:1923858	861	3126.77	17.97	4.0899999999999999	17.329999999999998	0.25	48.009999999999998
IPI00807786.1;IPI00113730.3;IPI00761976.1	Nuclear receptor coactivator 3;Thyroid hormone receptor activator molecule 1;Receptor-associated coactivator 3;Amplified in breast cancer-1 protein homolog;Steroid receptor coactivator protein 3;CBP-interacting protein	Ncoa3;RP23-120P1.1-001;mCG_14623;Aib1;Pcip;Rac3;Tram1	A2A468;A5D6Q2;B2RUJ1;Q05BA5;Q3UQL7;Q3UV84;O09000	NP_032705	NM_008679	ENSMUST00000088095;ENSMUST00000109252;ENSMUST00000099082	MGI:1276535;MGI:1276535	1400	2314.56	140.69	6.9699999999999998	7.4500000000000002	0.79000000000000004	9.6600000000000001
IPI00316214.3;IPI00653975.1	Cyclin-T1;Cyclin T1;Putative uncharacterized protein	Ccnt1	Q9QWV9;Q3V0G4	NP_033963	NM_009833	ENSMUST00000012104	MGI:1328363;MGI:1328363	724	4856.31	21.59	"NA"	1.74	"NA"	"NA"
IPI00170084.1	DCC-interacting protein 13-alpha;Adapter protein containing PH domain, PTB domain and leucine zipper motif 1	Appl1;Dip13a;Kiaa1428	Q8K3H0	NP_660256	NM_145221	ENSMUST00000036570	MGI:1920243	707	4855.76	39.5	3.2799999999999998	10.23	0.28999999999999998	61.619999999999997
IPI00848939.1;IPI00762785.2;IPI00848476.1;IPI00816969.1;IPI00378438.6;IPI00875321.1	Tensin-like C1 domain-containing phosphatase;C1 domain-containing phosphatase and tensin homolog;Tensin-2	Tenc1;Tns2	Q8CGB6-3;Q8CGB6;Q8CGB6-1;Q8CGB6-4;Q8CGB6-2	NP_705761	NM_153533	ENSMUST00000046144	MGI:2387586;MGI:2387586;MGI:2387586;MGI:2387586	1407	2082.41	9.02	"NA"	7.2300000000000004	"NA"	"NA"
